image_indx,time [min],x center [um],y center [um],x span [um],y span [um],area [um^2],outline [um],ramification index,spanned area (convex hull) [um^2],spanned outline (convex hull) [um],spanned area center x (convex hull) [um],spanned area center y (convex hull) [um],polarity vector x (binary) [um],polarity vector y (binary) [um],polarity vector length (binary) [um],polarity index (binary),ID of largest skeleton (skl),# found skls,# branches (largest skl),# junctions (largest skl),# tips (largest skl),# triple points (largest skl),# quadruple points (largest skl),# junction voxels (largest skl),# slab voxels (largest skl),tree length (largest skl) [um],average branch length (largest skl) [um],maximum branch length (largest skl) [um],shortest path (largest skl) [um],# branches (all skls),# junctions (all skls),# tips (all skls),# triple points (all skls),# quadruple points (all skls),# junction voxels (all skls),# slab voxels (all skls),tree length (all skls) [um],average branch length (all skls) [um],maximum branch length (all skls) [um],shortest path (all skl) [um]
1251,0.0,18.586279,18.664428,35.862,43.368,823.016637,190.986,1.877986,1067.504571,155.958,17.262638,19.74134,-1.323641,1.076911,1.706389,0.046285,1,1,1,0,2,0,0,0,87,43.086901,43.086901,43.086901,43.086901,1,0,2,0,0,0,87,43.086901,43.086901,43.086901,43.086901
1252,0.0,30.595385,13.876843,54.21,29.19,842.839983,188.484,1.831458,1025.597322,165.132,29.892141,12.60976,-0.703245,-1.267082,1.449155,0.040102,1,1,1,0,2,0,0,0,104,51.903172,51.903172,51.903172,51.903172,1,0,2,0,0,0,104,51.903172,51.903172,51.903172,51.903172
1253,0.0,34.500472,24.363093,79.23,51.708,1140.537951,291.9,2.438228,2041.630749,260.208,37.240274,24.793031,2.739802,0.429938,2.77333,0.054395,1,1,5,2,4,2,0,4,217,108.0898,21.61796,49.114988,86.072621,5,2,4,2,0,4,217,108.0898,21.61796,49.114988,86.072621
1254,0.0,27.855337,27.909933,55.878,54.21,1599.083244,282.726,1.99446,2165.265828,218.508,27.922021,26.021142,0.066684,-1.888792,1.889969,0.035995,1,1,7,3,5,3,0,7,218,109.513527,15.64479,29.957539,61.970442,7,3,5,3,0,7,218,109.513527,15.64479,29.957539,61.970442
1255,0.0,12.106027,20.098599,25.854,41.7,498.191985,158.46,2.002702,702.51156,133.44,12.412769,21.23686,0.306742,1.138261,1.178868,0.039417,1,1,3,1,3,1,0,1,89,43.545812,14.515271,25.382814,35.593176,3,1,3,1,0,1,89,43.545812,14.515271,25.382814,35.593176
1256,0.0,16.071904,17.409125,34.611,52.125,724.943241,216.84,2.271865,1203.833547,171.804,17.255867,24.261744,1.183963,6.852619,6.954147,0.177626,1,1,3,1,3,1,0,3,110,56.591353,18.863784,23.685179,41.532358,3,1,3,1,0,3,110,56.591353,18.863784,23.685179,41.532358
1257,0.0,31.292535,24.301175,62.55,88.404,1848.44007,345.276,2.265472,3151.216458,300.24,31.147429,32.934785,-0.145107,8.63361,8.634829,0.13632,1,1,3,1,3,1,0,1,218,99.75699,33.25233,69.227085,89.230809,3,1,3,1,0,1,218,99.75699,33.25233,69.227085,89.230809
1258,0.0,25.716163,46.449452,55.878,79.23,2006.157393,319.422,2.011766,2762.748432,268.548,24.856985,45.80281,-0.859178,-0.646642,1.075329,0.018131,1,1,5,2,4,2,0,2,270,131.87616,26.375232,62.542809,99.37471,5,2,4,2,0,2,270,131.87616,26.375232,62.542809,99.37471
1259,0.0,24.360559,28.946852,41.283,54.21,1128.017943,269.382,2.262589,1579.955454,189.318,22.068461,28.617004,-2.292098,-0.329848,2.31571,0.051631,1,1,7,3,5,3,0,5,209,98.291353,14.041622,24.721541,64.884358,7,3,5,3,0,5,209,98.291353,14.041622,24.721541,64.884358
1260,0.0,18.029592,31.43187,31.275,48.789,512.624772,169.302,2.109392,730.159911,158.46,15.553882,28.332513,-2.47571,-3.099357,3.966756,0.130098,1,1,1,0,2,0,0,0,77,40.12599,40.12599,40.12599,40.12599,1,0,2,0,0,0,77,40.12599,40.12599,40.12599,40.12599
1261,0.0,12.756253,23.401643,24.186,41.7,295.785189,140.112,2.29817,426.897495,130.104,13.202084,22.491417,0.445831,-0.910226,1.013546,0.043474,1,1,3,1,3,1,0,3,87,44.754901,14.9183,26.663449,42.15172,3,1,3,1,0,3,87,44.754901,14.9183,26.663449,42.15172
1262,0.0,26.928549,19.270805,53.376,39.615,1219.483557,205.998,1.664064,1455.798708,184.314,26.819745,17.975529,-0.108805,-1.295276,1.299838,0.030191,1,1,3,1,3,1,0,3,87,44.927628,14.975876,25.51363,42.425628,3,1,3,1,0,3,87,44.927628,14.975876,25.51363,42.425628
1263,0.0,30.66909,19.311214,65.469,50.04,1328.859738,311.082,2.407301,2245.080879,229.35,34.061723,21.357871,3.392634,2.046656,3.962167,0.074107,1,1,7,3,5,3,0,5,245,119.146437,17.02092,36.742995,85.12008,7,3,5,3,0,5,245,119.146437,17.02092,36.742995,85.12008
1264,0.0,23.236799,25.105624,57.129,45.87,968.387841,258.54,2.343679,1631.07882,204.33,26.639365,23.528225,3.402566,-1.577399,3.750419,0.082298,1,1,7,3,5,3,0,5,204,102.740346,14.677192,23.917176,61.726169,7,3,5,3,0,5,204,102.740346,14.677192,23.917176,61.726169
1265,0.0,15.97162,26.192142,32.526,60.048,865.271664,202.662,1.94353,1132.191279,183.48,15.228762,27.202061,-0.742858,1.009919,1.253704,0.03302,1,1,5,2,4,2,0,4,157,77.053988,15.410798,43.373085,58.170447,5,2,4,2,0,4,157,77.053988,15.410798,43.373085,58.170447
1266,0.0,20.068912,10.593396,36.696,21.267,345.343554,131.772,2.000288,496.974762,113.424,19.152965,11.164745,-0.915948,0.571349,1.079537,0.042916,1,1,5,2,4,2,0,4,80,39.935903,7.987181,14.999725,31.911722,5,2,4,2,0,4,80,39.935903,7.987181,14.999725,31.911722
1267,0.0,10.73523,17.998859,22.101,34.611,309.348531,130.104,2.086708,480.455307,111.756,11.597897,16.919288,0.862667,-1.079571,1.381907,0.055872,1,1,1,0,2,0,0,0,65,33.740174,33.740174,33.740174,33.740174,1,0,2,0,0,0,65,33.740174,33.740174,33.740174,33.740174
1268,0.0,32.858861,28.974271,53.793,63.384,1334.076408,261.876,2.022555,1827.051723,232.686,31.253985,27.907905,-1.604875,-1.066366,1.926853,0.03995,1,1,3,1,3,1,0,1,210,101.084621,33.694874,40.912995,74.349626,3,1,3,1,0,1,210,101.084621,33.694874,40.912995,74.349626
1269,0.0,39.807302,32.931967,90.906,103.833,3348.580473,458.7,2.236111,5086.079361,387.81,48.189775,43.871661,8.382473,10.939694,13.781972,0.171263,1,1,5,2,4,2,0,6,294,150.979423,30.195885,77.791891,140.107788,5,2,4,2,0,6,294,150.979423,30.195885,77.791891,140.107788
1270,0.0,57.795981,20.648807,101.331,42.534,1686.897189,344.442,2.365739,2964.633561,286.062,53.794406,22.401466,-4.001574,1.752658,4.36857,0.071105,1,1,5,2,4,2,0,2,279,137.35643,27.471286,40.858809,111.985891,5,2,4,2,0,2,279,137.35643,27.471286,40.858809,111.985891
1271,0.0,13.486424,36.291553,32.109,60.048,635.390406,215.172,2.408022,954.998388,182.646,14.002149,35.127315,0.515726,-1.164239,1.273352,0.036517,1,1,5,2,4,2,0,2,158,76.535807,15.307161,46.982993,60.386263,5,2,4,2,0,2,158,76.535807,15.307161,46.982993,60.386263
1272,0.0,34.893419,26.046615,62.967,70.89,1725.500547,422.838,2.871518,2794.222341,266.046,29.805846,32.318071,-5.087573,6.271456,8.075553,0.13539,1,1,9,4,6,4,0,4,346,178.982778,19.886975,55.399623,113.903249,9,4,6,4,0,4,346,178.982778,19.886975,55.399623,113.903249
1273,0.0,18.793911,18.605372,37.113,34.194,615.740949,179.31,2.038452,844.404984,140.946,18.245467,19.112958,-0.548443,0.507586,0.747284,0.022791,1,1,5,2,4,2,0,4,130,68.385894,13.677179,19.818722,46.440261,5,2,4,2,0,4,130,68.385894,13.677179,19.818722,46.440261
1274,0.0,27.586308,23.078207,48.789,50.457,1140.537951,200.994,1.678894,1233.916344,196.824,27.19685,22.723444,-0.389457,-0.354762,0.526814,0.013291,1,1,1,0,2,0,0,0,117,61.642348,61.642348,61.642348,61.642348,1,0,2,0,0,0,117,61.642348,61.642348,61.642348,61.642348
1275,0.0,25.134676,23.348211,46.287,43.368,1253.565801,191.82,1.528324,1369.201986,177.642,25.127083,22.821932,-0.007593,-0.526279,0.526334,0.012606,1,1,1,0,2,0,0,0,91,44.927628,44.927628,44.927628,44.927628,1,0,2,0,0,0,91,44.927628,44.927628,44.927628,44.927628
1276,0.0,21.431376,31.524662,40.866,54.21,1199.660211,236.022,1.922288,1632.469932,188.484,23.000517,28.380563,1.569141,-3.144099,3.513909,0.077075,1,1,3,1,3,1,0,1,125,67.366891,22.45563,31.684809,54.005532,3,1,3,1,0,1,125,67.366891,22.45563,31.684809,54.005532
1277,0.0,32.198637,31.270607,66.303,56.712,1518.398748,392.814,2.843735,2982.891906,244.362,33.721332,29.902211,1.522695,-1.368396,2.047219,0.033219,1,1,9,4,6,4,0,4,277,139.846155,15.538462,23.398995,72.049988,9,4,6,4,0,4,277,139.846155,15.538462,23.398995,72.049988
1278,0.0,11.430885,25.801926,22.935,43.368,356.47245,175.14,2.616781,720.248238,130.938,10.057029,23.662787,-1.373856,-2.139139,2.542321,0.083953,1,1,5,2,4,2,0,2,120,60.171626,12.034325,18.377635,49.341901,5,2,4,2,0,2,120,60.171626,12.034325,18.377635,49.341901
1279,0.0,45.908491,37.371594,76.728,87.153,1771.755021,411.996,2.761126,3674.970126,326.094,39.106704,45.030534,-6.801788,7.65894,10.243226,0.149746,1,1,9,4,6,4,0,6,344,169.339698,18.815522,44.611809,116.387889,9,4,6,4,0,6,344,169.339698,18.815522,44.611809,116.387889
1280,0.0,28.014857,21.452214,59.214,45.87,1117.932381,379.47,3.201583,1792.447812,208.5,27.90069,21.932064,-0.114166,0.47985,0.493244,0.010325,1,1,21,11,9,11,0,23,330,168.071338,8.003397,14.696181,65.044809,21,11,9,11,0,23,330,168.071338,8.003397,14.696181,65.044809
1281,0.0,17.186981,15.48283,42.117,32.526,547.576461,157.626,1.900205,675.037098,147.618,17.876002,14.687488,0.68902,-0.795342,1.052292,0.035894,1,1,1,0,2,0,0,0,88,44.885717,44.885717,44.885717,44.885717,1,0,2,0,0,0,88,44.885717,44.885717,44.885717,44.885717
1282,0.0,27.694352,15.334597,50.874,32.943,1231.655787,176.808,1.421191,1343.814192,165.966,26.917598,16.015757,-0.776754,0.68116,1.033115,0.024976,1,1,1,0,2,0,0,0,74,38.356809,38.356809,38.356809,38.356809,1,0,2,0,0,0,74,38.356809,38.356809,38.356809,38.356809
1283,0.0,27.346002,14.448292,46.287,28.773,564.443694,182.646,2.168677,860.228883,148.452,24.478541,14.266803,-2.867461,-0.181489,2.873199,0.086817,1,1,1,0,2,0,0,0,92,47.244626,47.244626,47.244626,47.244626,1,0,2,0,0,0,92,47.244626,47.244626,47.244626,47.244626
1284,0.0,28.460897,42.63007,58.38,82.983,1092.544587,304.41,2.597972,2019.720735,281.058,27.453517,40.636856,-1.00738,-1.993214,2.233319,0.04404,1,1,1,0,2,0,0,0,187,96.877795,96.877795,96.877795,96.877795,1,0,2,0,0,0,187,96.877795,96.877795,96.877795,96.877795
1285,0.0,33.894124,28.986157,65.469,61.299,2429.055441,366.96,2.100366,2920.465755,251.868,31.356227,31.198962,-2.537896,2.212805,3.367109,0.055217,1,1,4,1,4,0,1,3,208,108.482249,27.120562,65.53844,90.462343,4,1,4,0,1,3,208,108.482249,27.120562,65.53844,90.462343
1286,0.0,29.184716,13.153394,49.623,27.105,692.947665,160.962,1.724917,787.195503,151.788,27.875119,12.86754,-1.309597,-0.285853,1.340431,0.04234,1,1,1,0,2,0,0,0,84,42.008628,42.008628,42.008628,42.008628,1,0,2,0,0,0,84,42.008628,42.008628,42.008628,42.008628
1287,0.0,22.986249,25.307958,51.708,46.704,1044.899001,211.002,1.841384,1401.197562,195.156,23.712489,24.573244,0.72624,-0.734714,1.033068,0.024458,1,1,7,3,5,3,0,5,180,93.798343,13.399763,20.92663,61.064896,7,3,5,3,0,5,180,93.798343,13.399763,20.92663,61.064896
1288,0.0,23.031784,17.572001,41.7,37.113,1048.898448,165.966,1.445598,1108.368486,155.958,23.215203,17.349987,0.183419,-0.222014,0.28798,0.007666,1,1,1,0,2,0,0,0,22,11.663725,11.663725,11.663725,11.663725,1,0,2,0,0,0,22,11.663725,11.663725,11.663725,11.663725
1289,0.0,16.914921,10.874361,32.943,23.352,354.038004,149.286,2.23815,514.885329,110.922,17.36817,10.593927,0.453249,-0.280434,0.532989,0.020817,1,1,5,2,4,2,0,4,92,46.32172,9.264344,15.547541,35.277358,5,2,4,2,0,4,92,46.32172,9.264344,15.547541,35.277358
1290,0.0,40.734924,37.304693,79.647,72.975,1941.470685,351.114,2.247904,2884.296843,303.576,40.668888,37.45331,-0.066036,0.148617,0.162627,0.002684,1,1,3,1,3,1,0,1,226,112.592978,37.530993,67.522259,94.156073,3,1,3,1,0,1,226,112.592978,37.530993,67.522259,94.156073
1291,0.0,19.691933,23.372081,37.947,67.971,1135.669059,259.374,2.171179,1627.079373,210.168,17.950275,27.7305,-1.741658,4.358419,4.693527,0.103119,1,1,3,1,3,1,0,1,161,80.651621,26.883874,51.182628,66.039261,3,1,3,1,0,1,161,80.651621,26.883874,51.182628,66.039261
1292,0.0,26.800719,28.792875,56.295,70.473,2271.164229,278.556,1.648858,2585.72943,251.034,26.858361,28.062726,0.057643,-0.730149,0.732421,0.012765,1,1,3,1,3,1,0,1,193,93.304713,31.101571,41.169543,69.73299,3,1,3,1,0,1,193,93.304713,31.101571,41.169543,69.73299
1293,0.0,35.957686,29.340978,64.218,61.716,2243.863656,260.208,1.549592,2498.958819,249.366,35.294563,29.932641,-0.663124,0.591662,0.888706,0.015755,1,1,3,1,3,1,0,1,148,69.703355,23.234452,28.933452,56.615903,3,1,3,1,0,1,148,69.703355,23.234452,28.933452,56.615903
1294,0.0,14.104378,16.614494,27.939,29.19,375.252462,116.76,1.700307,424.28916,112.59,13.883195,15.5958,-0.221183,-1.018694,1.042429,0.04485,1,1,1,0,2,0,0,0,60,31.655174,31.655174,31.655174,31.655174,1,0,2,0,0,0,60,31.655174,31.655174,31.655174,31.655174
1295,0.0,19.857655,42.439296,35.445,76.311,1435.627584,246.03,1.831733,1699.243308,221.844,19.136255,41.57292,-0.721401,-0.866376,1.127398,0.024238,1,1,1,0,2,0,0,0,139,64.425447,64.425447,64.425447,64.425447,1,0,2,0,0,0,139,64.425447,64.425447,64.425447,64.425447
1296,0.0,33.15976,15.293423,54.21,27.522,667.212093,195.156,2.131302,1089.936252,161.796,29.283739,12.266972,-3.876021,-3.026452,4.917616,0.132008,1,1,1,0,2,0,0,0,119,59.367261,59.367261,59.367261,59.367261,1,0,2,0,0,0,119,59.367261,59.367261,59.367261,59.367261
1297,0.0,25.09286,21.07099,44.202,37.53,992.732301,177.642,1.590467,1134.799614,161.796,23.856477,20.685526,-1.236383,-0.385464,1.295078,0.034071,1,1,3,1,3,1,0,3,94,47.328447,15.776149,25.555541,43.128812,3,1,3,1,0,3,94,47.328447,15.776149,25.555541,43.128812
1298,0.0,16.073759,9.924355,31.275,22.101,444.286395,126.768,1.696576,509.668659,105.084,16.592005,9.994413,0.518246,0.070058,0.52296,0.020529,1,1,1,0,2,0,0,0,51,25.656722,25.656722,25.656722,25.656722,1,0,2,0,0,0,51,25.656722,25.656722,25.656722,25.656722
1299,0.0,22.822966,25.621341,44.202,42.951,852.403878,222.678,2.151541,1196.35632,172.638,23.358728,25.227955,0.535761,-0.393386,0.664675,0.01703,1,1,5,2,4,2,0,2,172,84.619259,16.923852,22.737722,60.719442,5,2,4,2,0,2,172,84.619259,16.923852,22.737722,60.719442
1300,0.0,9.341456,25.209885,20.433,49.206,475.238637,149.286,1.931783,582.180372,136.776,9.780817,25.816261,0.439361,0.606375,0.748819,0.027504,1,1,1,0,2,0,0,0,94,43.069541,43.069541,43.069541,43.069541,1,0,2,0,0,0,94,43.069541,43.069541,43.069541,43.069541
1301,0.0,13.763473,34.806696,22.935,66.303,498.365874,207.666,2.624136,884.399454,175.974,12.350612,34.991515,-1.412862,0.184818,1.424899,0.042462,1,1,1,0,2,0,0,0,144,67.028628,67.028628,67.028628,67.028628,1,0,2,0,0,0,144,67.028628,67.028628,67.028628,67.028628
1302,0.0,16.059219,14.198293,26.688,30.024,384.120801,115.092,1.656557,478.716417,111.756,14.928009,14.430124,-1.13121,0.231831,1.154721,0.046772,1,1,1,0,2,0,0,0,55,25.079271,25.079271,25.079271,25.079271,1,0,2,0,0,0,55,25.079271,25.079271,25.079271,25.079271
1303,0.0,17.338152,36.648468,34.194,65.886,1327.990293,218.508,1.691473,1511.790966,198.492,17.169857,36.153046,-0.168295,-0.495422,0.523227,0.011926,1,1,1,0,2,0,0,0,121,57.955809,57.955809,57.955809,57.955809,1,0,2,0,0,0,121,57.955809,57.955809,57.955809,57.955809
1304,0.0,28.293402,19.079484,44.202,43.785,679.384323,193.488,2.094071,1021.250097,174.306,24.627389,22.60047,-3.666012,3.520985,5.08301,0.140961,1,1,1,0,2,0,0,0,105,52.665626,52.665626,52.665626,52.665626,1,0,2,0,0,0,105,52.665626,52.665626,52.665626,52.665626
1305,0.0,25.557366,11.337457,49.623,20.433,520.797555,182.646,2.257724,726.85602,138.444,25.446178,11.124323,-0.111188,-0.213134,0.240393,0.007902,1,1,5,2,4,2,0,6,123,63.608807,12.721761,21.081998,46.709085,5,2,4,2,0,6,123,63.608807,12.721761,21.081998,46.709085
1306,0.0,26.21209,40.258592,60.882,97.995,1494.923733,334.434,2.440035,2349.414279,316.086,29.093937,43.426873,2.881846,3.16828,4.282877,0.078307,1,1,1,0,2,0,0,0,215,107.517433,107.517433,107.517433,107.517433,1,0,2,0,0,0,215,107.517433,107.517433,107.517433,107.517433
1307,0.0,11.119376,11.072114,20.016,22.101,251.617383,95.91,1.705645,313.521867,82.566,10.187127,10.672355,-0.932248,-0.399758,1.014344,0.050769,1,1,1,0,2,0,0,0,48,24.232995,24.232995,24.232995,24.232995,1,0,2,0,0,0,48,24.232995,24.232995,24.232995,24.232995
1308,0.0,14.167642,17.545841,29.607,39.615,378.034686,168.468,2.444256,630.869292,136.776,14.493049,20.666442,0.325407,3.120601,3.137521,0.110704,1,1,3,1,3,1,0,1,93,49.531988,16.510663,18.538087,37.076174,3,1,3,1,0,1,93,49.531988,16.510663,18.538087,37.076174
1309,0.0,31.03834,20.549883,61.716,43.785,1290.082491,251.034,1.9716,1751.236119,209.334,30.572733,20.96219,-0.465607,0.412307,0.621922,0.013171,1,1,1,0,2,0,0,0,143,66.784355,66.784355,66.784355,66.784355,1,0,2,0,0,0,143,66.784355,66.784355,66.784355,66.784355
1310,0.0,14.054115,13.735288,33.36,30.441,310.217976,150.954,2.417721,562.183137,125.1,13.894432,12.950023,-0.159683,-0.785265,0.801336,0.029952,1,1,5,2,4,2,0,4,103,52.606355,10.521271,15.243998,35.837449,5,2,4,2,0,4,103,52.606355,10.521271,15.243998,35.837449
1311,0.0,9.409345,19.60079,20.016,37.947,567.225918,124.266,1.47187,602.873163,114.258,9.467897,19.971197,0.058551,0.370407,0.375006,0.013535,1,1,1,0,2,0,0,0,42,20.176452,20.176452,20.176452,20.176452,1,0,2,0,0,0,42,20.176452,20.176452,20.176452,20.176452
1312,0.0,15.083153,22.438406,31.692,52.959,1082.285136,184.314,1.580456,1208.180772,167.634,14.952163,23.401394,-0.13099,0.962989,0.971857,0.024779,1,1,1,0,2,0,0,0,88,42.98572,42.98572,42.98572,42.98572,1,0,2,0,0,0,88,42.98572,42.98572,42.98572,42.98572
1313,0.0,28.007805,25.067626,49.623,48.789,660.7782,231.852,2.544357,1122.453495,195.156,27.59684,22.880961,-0.410965,-2.186665,2.224948,0.058855,1,1,3,1,3,1,0,1,134,68.528986,22.842995,51.241899,61.338804,3,1,3,1,0,1,134,68.528986,22.842995,51.241899,61.338804
1314,0.0,23.687471,31.533896,52.542,63.801,1368.332541,301.074,2.296003,1898.86788,231.018,23.590553,31.65431,-0.096918,0.120414,0.154572,0.003144,1,1,8,3,6,2,1,8,263,141.447694,17.680962,44.784536,80.395073,8,3,6,2,1,8,263,141.447694,17.680962,44.784536,80.395073
1315,0.0,23.68519,14.151626,47.538,25.437,494.888094,183.48,2.326646,729.464355,144.282,23.125309,14.031826,-0.559881,-0.1198,0.572554,0.018787,1,1,3,1,3,1,0,3,112,55.352628,18.450876,30.702633,48.996447,3,1,3,1,0,3,112,55.352628,18.450876,30.702633,48.996447
1316,0.0,17.39449,18.961761,36.279,44.202,648.60597,192.654,2.133942,999.513972,159.294,19.226979,21.222093,1.832489,2.260332,2.909831,0.081568,1,1,5,2,4,2,0,4,121,65.639621,13.127924,27.872539,46.899172,5,2,4,2,0,4,121,65.639621,13.127924,27.872539,46.899172
1317,0.0,23.50912,15.9428,41.7,41.7,705.641562,236.022,2.506429,1141.581285,165.132,20.693649,17.634336,-2.815471,1.691536,3.284535,0.086152,1,1,5,2,4,2,0,6,173,86.358804,17.271761,26.532633,51.915447,5,2,4,2,0,6,173,86.358804,17.271761,26.532633,51.915447
1318,0.0,19.201407,36.292278,32.109,77.979,1384.330329,241.86,1.833746,1640.121048,218.508,19.080182,36.295226,-0.121225,0.002947,0.121261,0.002654,1,1,1,0,2,0,0,0,167,77.65599,77.65599,77.65599,77.65599,1,0,2,0,0,0,167,77.65599,77.65599,77.65599,77.65599
1319,0.0,10.17366,21.308369,21.267,40.449,394.380252,152.622,2.167977,599.91705,121.764,9.842167,22.721061,-0.331493,1.412692,1.451064,0.052503,1,1,3,1,3,1,0,1,97,47.227266,15.742422,28.170998,39.906268,3,1,3,1,0,1,97,47.227266,15.742422,28.170998,39.906268
1320,0.0,16.717988,15.546848,40.032,30.024,503.930322,215.172,2.703931,768.241602,138.444,17.348918,16.88227,0.63093,1.335423,1.476965,0.047224,1,1,7,3,5,3,0,5,147,77.416802,11.059543,17.459814,44.093628,7,3,5,3,0,5,147,77.416802,11.059543,17.459814,44.093628
1321,0.0,15.310533,19.351719,35.445,38.781,529.144227,229.35,2.812592,942.47838,146.784,16.14167,17.907226,0.831137,-1.444492,1.666538,0.048109,1,1,5,2,4,2,0,2,186,91.493621,18.298724,31.208539,59.653445,5,2,4,2,0,2,186,91.493621,18.298724,31.208539,59.653445
1322,0.0,15.407086,16.937115,30.858,41.7,681.64488,161.796,1.74817,862.663329,143.448,17.052156,18.742179,1.64507,1.805064,2.442235,0.073691,1,1,1,0,2,0,0,0,68,35.682082,35.682082,35.682082,35.682082,1,0,2,0,0,0,68,35.682082,35.682082,35.682082,35.682082
1323,0.0,36.787903,40.856461,67.971,63.801,1497.532068,341.94,2.492625,2657.545587,261.876,35.01137,34.990142,-1.776533,-5.866319,6.129419,0.105372,1,1,5,2,4,2,0,6,257,121.732259,24.346452,45.297633,88.43872,5,2,4,2,0,6,257,121.732259,24.346452,45.297633,88.43872
1324,0.0,14.007866,13.24004,30.441,30.858,563.226471,157.626,1.873619,727.725465,120.93,14.846047,14.739729,0.838181,1.49969,1.718027,0.056441,1,1,3,1,3,1,0,3,96,48.335174,16.111725,29.755176,41.043812,3,1,3,1,0,3,96,48.335174,16.111725,29.755176,41.043812
1325,0.0,22.385656,15.664308,38.781,38.781,662.690979,191.82,2.102003,999.340083,153.456,21.310137,16.666395,-1.07552,1.002087,1.470007,0.04121,1,1,3,1,3,1,0,3,121,60.14199,20.04733,28.575722,53.440355,3,1,3,1,0,3,121,60.14199,20.04733,28.575722,53.440355
1326,0.0,35.942418,26.654962,68.805,49.623,1923.734007,300.24,1.931039,2544.865515,235.188,37.27366,25.414846,1.331241,-1.240115,1.819365,0.031962,1,1,7,3,5,3,0,5,237,121.164976,17.309282,29.010082,68.070075,7,3,5,3,0,5,237,121.164976,17.309282,29.010082,68.070075
1327,0.0,18.102135,15.746712,34.611,31.692,653.996529,213.504,2.355122,862.48944,130.938,16.917421,15.998928,-1.184714,0.252216,1.211264,0.036552,1,1,10,5,5,5,0,11,134,76.052346,7.605235,18.740449,32.215266,10,5,5,5,0,11,134,76.052346,7.605235,18.740449,32.215266
1328,0.0,22.056376,55.633165,60.048,82.149,1185.401313,321.924,2.637641,2613.899448,282.726,29.958809,46.234237,7.902433,-9.398928,12.279588,0.212855,1,1,1,0,2,0,0,0,192,102.76279,102.76279,102.76279,102.76279,1,0,2,0,0,0,192,102.76279,102.76279,102.76279,102.76279
1329,0.0,29.651931,26.44844,66.303,54.627,1683.24552,267.714,1.84074,2163.353049,240.192,32.119508,28.738493,2.467577,2.290053,3.366493,0.064144,1,1,1,0,2,0,0,0,150,74.71244,74.71244,74.71244,74.71244,1,0,2,0,0,0,150,74.71244,74.71244,74.71244,74.71244
1330,0.0,21.549583,14.690691,35.862,33.36,516.798108,158.46,1.96632,732.942135,136.776,19.684032,15.854953,-1.865551,1.164262,2.199042,0.071985,1,1,3,1,3,1,0,1,85,41.186903,13.728968,21.671725,35.390814,3,1,3,1,0,1,85,41.186903,13.728968,21.671725,35.390814
1331,0.0,23.369698,36.072586,37.53,60.048,1112.367933,219.342,1.855208,1553.698215,193.488,21.586529,31.770896,-1.783169,-4.30169,4.656633,0.104697,1,1,3,1,3,1,0,3,140,68.237717,22.745906,26.145268,49.729266,3,1,3,1,0,3,140,68.237717,22.745906,26.145268,49.729266
1332,0.0,13.752784,13.539843,33.36,28.356,326.563542,135.942,2.122095,547.576461,121.764,14.650419,13.66784,0.897635,0.127997,0.906715,0.034339,1,1,5,2,4,2,0,2,99,46.923722,9.384744,14.970089,35.218087,5,2,4,2,0,2,99,46.923722,9.384744,14.970089,35.218087
1333,0.0,25.693164,28.508707,46.704,51.708,1302.254721,197.658,1.545117,1407.457566,195.156,25.486716,27.99902,-0.206447,-0.509687,0.54991,0.01299,1,1,1,0,2,0,0,0,75,38.082901,38.082901,38.082901,38.082901,1,0,2,0,0,0,75,38.082901,38.082901,38.082901,38.082901
1334,0.0,21.604618,11.74639,38.781,24.603,516.102552,141.78,1.760524,634.173183,125.1,20.120907,11.106756,-1.483711,-0.639634,1.615713,0.05686,1,1,1,0,2,0,0,0,55,28.361085,28.361085,28.361085,28.361085,1,0,2,0,0,0,55,28.361085,28.361085,28.361085,28.361085
1335,0.0,31.249037,27.488929,60.048,53.376,1734.368886,246.03,1.666527,2035.196856,225.18,31.052819,26.582432,-0.196218,-0.906498,0.927491,0.01822,1,1,1,0,2,0,0,0,118,61.195713,61.195713,61.195713,61.195713,1,0,2,0,0,0,118,61.195713,61.195713,61.195713,61.195713
1336,0.0,17.823523,19.825184,39.615,42.117,713.466567,193.488,2.043442,913.960584,161.796,18.210904,19.031893,0.387381,-0.793291,0.882822,0.025879,1,1,7,3,5,3,0,5,127,65.723442,9.389063,12.670452,40.06672,7,3,5,3,0,5,127,65.723442,9.389063,12.670452,40.06672
1337,0.0,20.864661,25.859233,38.364,47.121,769.111047,237.69,2.41775,1229.916897,169.302,21.461527,26.529318,0.596867,0.670086,0.897366,0.022677,1,1,7,3,5,3,0,5,182,92.357256,13.193894,21.183179,63.47799,7,3,5,3,0,5,182,92.357256,13.193894,21.183179,63.47799
